SPBC16H5.08c,SPBC16H5.08c
T2D23_10,ARA-2
Tusc3,Tusc3
AU022242,Tusc3
BC003311,Tusc3
N33,TUSC3
INrf2,KEAP1
klhl19,keap1
HSI2,HSI2
T6B20.17,HSI2
T6B20_17,HSI2
VAL1,HSI2
VP1/ABI3-LIKE 1,HSI2
high-level expression of sugar-inducible gene 2,HSI2
gpx-1,gpx-1
F26E4.12,gpx-1
FDFT1,FDFT1
SQS,FDFT1
PABPC4,PABPC4
APP-1,PABPC4
iPABP,PABPC4
SEMA3C,SEMA3C
SEMAE,SEMA3C
C6_04280W_A,C6_04280W_A
C6_04280W,C6_04280W_A
C6_04280W_B,C6_04280W_A
CA0531,C6_04280W_A
CAWG_04951,C6_04280W_A
CaO19.1085,C6_04280W_A
CaO19.8686,C6_04280W_A
CaO6.1226,C6_04280W_A
CaO6.1518,C6_04280W_A
Contig4-2194_0002,C6_04280W_A
Contig4-2887_0017,C6_04280W_A
IPF10066.2,C6_04280W_A
IPF17337.1,C6_04280W_A
orf19.1085,C6_04280W_A
orf19.8686,C6_04280W_A
orf6.1226,C6_04280W_A
orf6.1518,C6_04280W_A
Abcc4,Abcc4
D630049P08Rik,Abcc4
ttc35-a,ttc35-a
emc2-a,ttc35-a
RAPH1,RAPH1
ALS2CR18,RAPH1
ALS2CR9,RAPH1
PREL-2,RAPH1
PREL2,RAPH1
RMO1,RAPH1
RalGDS/AF-6,RAPH1
PTOP,ACD
TINT1,ACD
sfmC,sfmC
Coq7,Coq7
clk-1,Coq7
rangap1-a,rangap1-a
fug1,rangap1-a
rangap1,rangap1-a
rangap1a,rangap1-a
rna1p,rangap1-a
Sys1,Sys1
2610042O14Rik,Sys1
AI266964,Sys1
C87389,Sys1
154911_at,SF2
ASF/SF2,SF2
CG6987,SF2
DmelCG6987,SF2
dASF,SF2
dSF2/ASF,SF2
dmSF2/p28,SF2
trk2,trk2
SPAC1F5.12,trk2
TBC1D9B,TBC1D9B
AttB,AttB
Att B,AttB
AttB1,AttB
AttB2,AttB
AttBn,AttB
CG18372,AttB
DmelCG18372,AttB
att B1,AttB
ynfM,ynfM
WLIM1,WLIM1
F14N23.8,WLIM1
F14N23_8,WLIM1
AT1G22810,AT1G22810
T22J18.2,AT1G22810
T22J18_2,AT1G22810
YDR186C,YDR186C
CG2233,CG2233
DmelCG2233,CG2233
CAPNS2,CAPNS2
LRRC29,LRRC29
FBL9,LRRC29
AT2G15690,AT2G15690
F9O13.34,AT2G15690
FJX1,FJX1
Palmd,Palmd
4631423C22Rik,Palmd
SLC35A5,SLC35A5
SSPN,SSPN
DAGA5,SSPN
KRAG,SSPN
NSPN,SSPN
SPN2,SSPN
FLJ25758,FLJ25758
rimI,rimI
CG30415,CG30415
DmelCG30415,CG30415
"anon-SAGE:Wang-079",CG30415
Vm34Ca,Vm34Ca
CG9271,Vm34Ca
DmelCG9271,Vm34Ca
VM34C,Vm34Ca
VM34C.1,Vm34Ca
Vm34Cc,Vm34Ca
RPP4,RPP4
DL4460C,RPP4
FCAALL.47,RPP4
recognition of peronospora parasitica 4,RPP4
Zbtb40,Zbtb40
BC059177,Zbtb40
C230087D24,Zbtb40
Gm571,Zbtb40
mKIAA0478,Zbtb40
Rcan1,Rcan1
Adapt78,Rcan1
CALP1L,Rcan1
Dscr1,Rcan1
CELE_C09H6.3,mau-2
eif-3.B,eif-3.B
LOC547890,LOC547890
dhs-30,dhs-30
CELE_T25G12.7,dhs-30
clint1-b,clint1-b
clint1b,clint1-b
PDCD-5,PDCD-5
"BcDNA:RE17056",PDCD-5
CG13072,PDCD-5
DMPDCD-5,PDCD-5
DmelCG13072,PDCD-5
Stat5b,Stat5b
thi2,thi2
Rassf8,Rassf8
5133400D11Rik,Rassf8
AA815821,Rassf8
AW123240,Rassf8
Hoj1,Rassf8
mHoj-1,Rassf8
CG13367,CG13367
DmelCG13367,CG13367
"EG:115C2.8",CG13367
anon-1BCb,CG13367
C3_05370C,YST1
C3_05370C_B,YST1
CA5021,YST1
CA5022,YST1
CAWG_02850,YST1
CaO19.6975,YST1
CaO19.6975.1,YST1
CaO6.7721,YST1
Contig4-2973_0009,YST1
IPF7549.1,YST1
YST1.exon2,YST1
orf19.6975,YST1
orf19.6975.1,YST1
orf6.7721,YST1
PTPRE,PTPRE
HPTPE,PTPRE
PTPE,PTPRE
R-PTP-EPSILON,PTPRE
rpn15,rpn15
sem1,rpn15
Anapc7,Anapc7
AW545589,Anapc7
AT5G44090,AT5G44090
Fbxl4,Fbxl4
CG1839,Fbxl4
DmelCG1839,Fbxl4
dFbxl4,Fbxl4
RKM1,RKM1
sld5,sld5
YIL001W,YIL001W
ECM16,ECM16
DHR1,ECM16
L000003891,ECM16
TOLLIP,TOLLIP
IL-1RAcPIP,TOLLIP
AMT1;1,AMT1;1
ARABIDOPSIS THALIANA AMMONIUM TRANSPORT 1,AMT1;1
ATAMT1,AMT1;1
ATAMT1;1,AMT1;1
T6G15.60,AMT1;1
T6G15_60,AMT1;1
ammonium transporter 1;1,AMT1;1
31/13,BubR1
"BcDNA:LD23835",BubR1
CG 7838,BubR1
CG7838,BubR1
DmBUB1,BubR1
DmelCG7838,BubR1
dBUB1,BubR1
"l(2)k03113",BubR1
"l(2)k06109",BubR1
"mcl(2)Z1525",BubR1
Krt18,Krt18
CK18,Krt18
Krt1-18,Krt18
Celf2,Celf2
Brunol3,Celf2
Cugbp2,Celf2
Etr3,Celf2
Napor,Celf2
LOC103690190,LOC103690190
PTPS,PTS
B0507.4,B0507.4
FMO5,FMO5
TMX2-CTNND1,TMX2-CTNND1
POTEI,POTEI
rna14,rna14
MPK4,MPK4
ATMPK4,MPK4
F2N1.1,MPK4
F2N1_1,MPK4
MAP kinase 4,MPK4
Abt1,Abt1
wb,wb
&agr1,wb
2Lan,wb
2]],wb
"BEST:CK02229",wb
"BG:DS03792.1",wb
"BG:DS03792.2",wb
CG15288,wb
CG32970,wb
CG42677,wb
CK02229,wb
CT35236,wb
DLAM,wb
DmelCG42677,wb
Dmel_CG15288,wb
Dmel_CG32970,wb
LM-A/alpha2,wb
LanA1,wb
alpha[[1,wb
fus5,wb
"l(2)09437",wb
"l(2)34Fb",wb
"l(2)br1",wb
l34Fb,wb
tho1,tho1
SPCC31H12.03c,tho1
NRPE7,NRPE7
DL3370C,NRPE7
FCAALL.283,NRPE7
CG12171,CG12171
DmelCG12171,CG12171
anon-WO0118547.83,CG12171
AT5G60670,AT5G60670
MUP24.13,AT5G60670
MUP24_13,AT5G60670
STS-2,UBASH3A
TULA,UBASH3A
TULA-1,UBASH3A
SPCP20C8.03,SPCP20C8.03
SPBC28E12.02,SPBC28E12.02
SPBC9B6.13,SPBC28E12.02
AT5G08650,AT5G08650
T2K12.1,AT5G08650
Shcbp1,Shcbp1
mPAL,Shcbp1
CDCBM6,TUBB
M40,TUBB
OK/SW-cl.56,TUBB
TUBB5,TUBB
ham-2,ham-2
AT2G39910,AT2G39910
T28M21.7,AT2G39910
T28M21_7,AT2G39910
CG12607,CG12607
"BcDNA:RE67729",CG12607
DmelCG12607,CG12607
PALB2,PALB2
FANCN,PALB2
PNCA3,PALB2
elp5,elp5
iki1,elp5
lsm1,lsm1
SPIDR,SPIDR
KIAA0146,SPIDR
AT5G27770,AT5G27770
Cdk5rap3,Cdk5rap3
TLP1,TLP1
AtTLP1,TLP1
F7O12.7,TLP1
tubby like protein 1,TLP1
FAM72A,FAM72A
LMPIP,FAM72A
tim54,tim54
FTSJ2,FTSJ2
FJH1,FTSJ2
HEL97,FTSJ2
MRM2,MRM2
RRMJ2,FTSJ2
AT1G63840,AT1G63840
T12P18.14,AT1G63840
T12P18_14,AT1G63840
Btc,Btc
Bcn,Btc
srbc-68,srbc-68
CELE_T24A6.13,srbc-68
ufd-2,ufd-2
HHIP,HHIP
cchA,cchA
"snoRNA:U3:54Aa","snoRNA:U3:54Aa"
CR33921,"snoRNA:U3:54Aa"
"DmU3a(U3)","snoRNA:U3:54Aa"
DmelCR33921,"snoRNA:U3:54Aa"
HR54,RAD54L
RAD54A,RAD54L
hHR54,RAD54L
hRAD54,RAD54L
Grap2,Grap2
Gads,Grap2
GrpL,Grap2
C15A11.2,C15A11.2
C2_10740C_A,C2_10740C_A
C2_10740C,C2_10740C_A
C2_10740C_B,C2_10740C_A
CA5510,C2_10740C_A
CAWG_06135,C2_10740C_A
CaO19.12816,C2_10740C_A
CaO19.5356,C2_10740C_A
CaO6.8345,C2_10740C_A
Contig4-3102_0027,C2_10740C_A
IPF21819.1,C2_10740C_A
IPF741,C2_10740C_A
IPF741.1,C2_10740C_A
orf19.12816,C2_10740C_A
orf19.5356,C2_10740C_A
orf6.8345,C2_10740C_A
SPBC725.10,SPBC725.10
LCR46,LCR46
low-molecular-weight cysteine-rich 46,LCR46
RPL15A,RPL15A
L000001710,RPL15A
L000002705,RPL15A
RPL10A,RPL10A
ribosomal 60S subunit protein L15A,RPL15A
"C(3)G",C3G
CG14436,C3G
CG3126,C3G
CG42328,C3G
DC3-G,C3G
DC3G,C3G
DmelCG42328,C3G
Dmel_CG14436,C3G
Dmel_CG3126,C3G
SERPINB12,SERPINB12
YUKOPIN,SERPINB12
KTR3,KTR3
L000000926,KTR3
mannosyltransferase KTR3,KTR3
Kah,Kah
CG17181,Kah
DmelCG17181,Kah
arr,arr
"BEST:CK00539",arr
CG5912,arr
CK00539,arr
CT15575,arr
Dm Arr,arr
DmelCG5912,arr
Irp6,arr
LRP/Arr,arr
LRP5/6,arr
LRP6,LRP6
"l(2)k08131",arr
PSCTK4,TEC
ITGA7,ITGA7
Fcgr1,Fcgr1
AI323638,Fcgr1
AV092959,Fcgr1
FcgammaRI,Fcgr1
IGGHAFC,Fcgr1
TICAM2,TICAM2
MyD88-4,TICAM2
TIRAP3,TICAM2
TIRP,TICAM2
MYB99,MYB99
ATMYB99,MYB99
ATMYBCU15,MYB99
MMI9.18,MYB99
MMI9_18,MYB99
myb domain protein 99,MYB99
psh,psh
CG6367,psh
DmelCG6367,psh
SP28,psh
c-SP28,psh
CG7337,CG7337
DmelCG7337,CG7337
Q0E8U7_DROME,CG7337
AT2G30000,AT2G30000
F23F1.8,AT2G30000
F23F1_8,AT2G30000
Gtse1,Gtse1
Gtse-1,Gtse1
Ap4e1,Ap4e1
2310033A20Rik,Ap4e1
9930028M04Rik,Ap4e1
AV087807,Ap4e1
GUCY2EP,GUCY2EP
GUCY2E,GUCY2EP
twk-40,twk-40
CXADR,CXADR
CAR4/6,CXADR
HCAR,CXADR
Orct2,Orct2
CG13610,Orct2
DmelCG13610,Orct2
"EP(3)1072",Orct2
EP1072,Orct2
cald,Orct2
cup,cup
CG11181,cup
DmCup,cup
DmelCG11181,cup
"fs(1)cup",cup
"fs(2)cup",cup
i239,cup
AT4G23030,AT4G23030
F7H19.220,AT4G23030
F7H19_220,AT4G23030
rars-2,rars-2
CELE_C29H12.1,rars-2
rrt-2,rars-2
HSPBP1,HSPBP1
imt3,imt3
AT1G08800,AT1G08800
F22O13.29,AT1G08800
F22O13_29,AT1G08800
AT5G53840,AT5G53840
K6O8.1,AT5G53840
K6O8_1,AT5G53840
OTOR,OTOR
MIAL1,OTOR
AP2A2,AP2A2
ADTAB,AP2A2
CLAPA2,AP2A2
HIP-9,AP2A2
HIP9,AP2A2
HYPJ,AP2A2
SPAC5H10.10,SPAC5H10.10
yfiL,yfiL
bru-3,bru-3
CG10046,bru-3
CG12478,bru-3
CG34243,bru-3
CG43744,bru-3
Dm Bru-3,bru-3
DmelCG43744,bru-3
Dmel_CG12478,bru-3
Dmel_CG34243,bru-3
"l(3)05871",bru-3
proP,proP
NAP3,NAP3
ARABIDOPSIS THALIANA NON-INTRINSIC ABC PROTEIN 3,NAP3
ATNAP3,NAP3
AtSTAR1,NAP3
T23K23.21,NAP3
T23K23_21,NAP3
non-intrinsic ABC protein 3,NAP3
ZC3H12B,ZC3H12B
CXorf32,ZC3H12B
MCPIP2,ZC3H12B
CELE_D1054.3,CELE_D1054.3
NTF2A,NTF2A
F17L21.10,NTF2A
F17L21_10,NTF2A
nuclear transport factor 2A,NTF2A
sif3,sif3
cusB,cusB
BAG6,BAG6
BAT3,BAG6
D6S52E,BAG6
CMD1Z,TNNC1
CMH13,TNNC1
TNNC,TNNC1
ajm-1,ajm-1
PRE4,PRE4
L000001486,PRE4
proteasome core particle subunit beta 7,PRE4
yeiB,yeiB
vps28,vps28
col-38,col-38
CELE_F54C9.4,col-38
CCS52A2,CCS52A2
FIZZY-RELATED 1,CCS52A2
T26M18.130,CCS52A2
T26M18_130,CCS52A2
cell cycle switch protein 52 A2,CCS52A2
AT1G50680,AT1G50680
F17J6.20,AT1G50680
F17J6_20,AT1G50680
aar2,aar2
Ehf,Ehf
9030625L19Rik,Ehf
AU019492,Ehf
P2RY14,P2RY14
BPR105,P2RY14
GPR105,P2RY14
P2Y14,P2RY14
cut-3,cut-3
CELE_F22B5.3,cut-3
PSMD14,PSMD14
POH1,PSMD14
RPS14B,RPS14B
L000000424,RPS14B
ribosomal 40S subunit protein S14B,RPS14B
rp59B,RPS14B
Phlpp2,Phlpp2
AI481772,Phlpp2
C130044A18Rik,Phlpp2
Phlppl,Phlpp2
CG3176,CG3176
"BcDNA:RH59219",CG3176
DmelCG3176,CG3176
vab-7,vab-7
CELE_M142.4,vab-7
CEP85,CEP85
CCDC21,CEP85
ZMAT2,ZMAT2
Ptg-12,ZMAT2
Snu23,ZMAT2
hSNU23,ZMAT2
LINC00189,LINC00189
C21orf109,LINC00189
NCRNA00189,LINC00189
cyp-13A2,cyp-13A2
CELE_T10B9.7,cyp-13A2
irld-37,irld-37
CELE_F58E1.7,irld-37
puf-6,puf-6
CELE_F18A11.1,puf-6
pkd-2,pkd-2
CELE_Y73F8A.1,pkd-2
pdk-2,pkd-2
Slbp,Slbp
CG11886,Slbp
DmelCG11886,Slbp
dSLBP,Slbp
dSLPB,Slbp
LysX,LysX
"BcDNA:LP09906",LysX
CG9120,LysX
DmelCG9120,LysX
CYP4A22,CYP4A22
C17A2.7,C17A2.7
CELE_C17A2.7,C17A2.7
CG17856,CG17856
DmelCG17856,CG17856
SPBP8B7.18c,SPBP8B7.18c
MALAT1,MALAT1
HCN,MALAT1
LINC00047,MALAT1
MALAT-1,MALAT1
NCRNA00047,MALAT1
NEAT2,MALAT1
PRO2853,MALAT1
mascRNA,MALAT1
Pdia5,Pdia5
2700053F16Rik,Pdia5
AU015525,Pdia5
Pdir,Pdia5
Vav2,Vav2
2810040F13Rik,Vav2
AI847175,Vav2
ALiX,ALiX
CG12876,ALiX
DAIP1,ALiX
DmelCG12876,ALiX
snap91,snap91
ap180,snap91
CG3199,CG3199
DmelCG3199,CG3199
KRBA1,KRBA1
W08G11.3,W08G11.3
RHEBL1,RHEBL1
RHEBL1c,RHEBL1
AT1G68670,AT1G68670
F24J5.9,AT1G68670
F24J5_9,AT1G68670
AT1G67170,AT1G67170
F5A8.8,AT1G67170
F5A8_8,AT1G67170
iqd21,iqd21
IQ-domain 21,iqd21
AT1G22440,AT1G22440
F12K8.21,AT1G22440
F12K8_21,AT1G22440
HOP1,HOP1
L000000802,HOP1
bioF,bioF
Haus4,Haus4
9430093H08Rik,Haus4
AU016300,Haus4
D14Ertd500e,Haus4
Bcl2l11,Bcl2l11
1500006F24Rik,Bcl2l11
Bim,Bcl2l11
Bod,Bcl2l11
bcl2-L-11,Bcl2l11
Rpgrip1l,Rpgrip1l
1700047E16Rik,Rpgrip1l
4931437C01,Rpgrip1l
Ftm,Rpgrip1l
Nphp8,Rpgrip1l
GPR35,GPR35
yqeJ,yqeJ
SERTAD4-AS1,SERTAD4-AS1
C1orf133,SERTAD4-AS1
Camk2a,Camk2a
R74975,Camk2a
mKIAA0968,Camk2a
Rpl37a-ps1,Rpl37a-ps1
RGD1561181,Rpl37a-ps1
Gpr107,Gpr107
9930033D15Rik,Gpr107
AI790205,Gpr107
C530034M11,Gpr107
mKIAA1624,Gpr107
HLH3B,HLH3B
CG2655,HLH3B
DmelCG2655,HLH3B
DroSCL,HLH3B
"EG:155E2.2",HLH3B
bHLHa20,HLH3B
SUSD4,SUSD4
PRO222,SUSD4
glpT,glpT
PST1,ST8SIA4
HPF2,ZNF84
L000004850,PST1
BBS10,BBS10
C12orf58,BBS10
ybjG,ybjG
YJR149W,YJR149W
Kcnc2,Kcnc2
KShIIIA,Kcnc2
Kv3.2,Kcnc2
agaD,agaD
AT2G13290,AT2G13290
F15O11.7,AT2G13290
F15O11_7,AT2G13290
MIR4744,MIR4744
TCF15,TCF15
EC2,TCF15
PARAXIS,TCF15
bHLHa40,TCF15
mksr-1,mksr-1
CELE_K03E6.4,mksr-1
tza-2,mksr-1
CWC23,CWC23
SPBC4C3.03,SPBC4C3.03
CG9993,CG9993
DmelCG9993,CG9993
Kcnd3,Kcnd3
AW045978,Kcnd3
Kncd3,Kcnd3
Kv4.3,Kcnd3
ASNS,ASNS
ASNSD,ASNS
TS11,ASNS
rid1,orc1
ZNF695,ZNF695
SBZF3,ZNF695
AT3G50030,AT3G50030
Unk,Unk
B230379M23Rik,Unk
Zc3h5,Unk
Zc3hdc5,Unk
mKIAA1753,Unk
gntP,gntP
syx-16,syx-16
ANKRD36BP1,ANKRD36BP1
ANKRD26L1,ANKRD36BP1
ANKRD36BL1,ANKRD36BP1
CG31249,CG31249
CG7477,CG31249
DmelCG31249,CG31249
Q9VEG8,CG31249
C1_10880W_A,C1_10880W_A
C1_10880W,C1_10880W_A
C1_10880W_B,C1_10880W_A
CA3342,C1_10880W_A
CAWG_00345,C1_10880W_A
CaO19.2330,C1_10880W_A
CaO19.9866,C1_10880W_A
CaO6.5578,C1_10880W_A
IPF13361,C1_10880W_A
IPF13361.2,C1_10880W_A
IPF24986.1,C1_10880W_A
YOR205C,C1_10880W_A
orf19.2330,C1_10880W_A
orf19.9866,C1_10880W_A
orf6.5578,C1_10880W_A
CUL3B,CUL3B
ARABIDOPSIS THALIANA CULLIN 3B,CUL3B
ATCUL3B,CUL3B
T6C23.13,CUL3B
T6C23_13,CUL3B
cullin 3B,CUL3B
fd64A,fd64A
CG1132,fd64A
DmelCG1132,fd64A
Dmfd2,fd64A
FD2,fd64A
FoxL1,fd64A
AT1G69990,AT1G69990
F20P5.27,AT1G69990
F20P5_27,AT1G69990
AFM,AFM
ALB2,AFM
ALBA,AFM
CELE_C23G10.2,CELE_C23G10.2
ppm-1,ppm-1
CG10098,CG10098
DmelCG10098,CG10098
gdi1,gdi1
sec19,gdi1
recR,recR
GRHPR,GRHPR
GLXR,GRHPR
GLYD,GRHPR
PH2,PHC2
AT2G43160,AT2G43160
F14B2.10,AT2G43160
SLX4IP,SLX4IP
C20orf94,SLX4IP
bA204H22.1,SLX4IP
bA254M13.1,SLX4IP
dJ1099D15.3,SLX4IP
Trex1,Trex1
1661,Trex1
AU041952,Trex1
Bcam,Bcam
Lu,Bcam
srr-10,srr-10
CELE_T05B11.6,srr-10
PTP4A2,PTP4A2
HH7-2,PTP4A2
HU-PP-1,PTP4A2
OV-1,PTP4A2
PRL-2,PTP4A2
PRL2,PTP4A2
PTP4A,PTP4A2
PTPCAAX2,PTP4A2
ptp-IV1a,PTP4A2
ptp-IV1b,PTP4A2
smarcb1,smarcb1
DNA-binding protein SAW1,SAW1
C17orf50,C17orf50
Rbm44,Rbm44
Gm817,Rbm44
Pka-C2,Pka-C2
CG12066,Pka-C2
CdkB,Pka-C2
DC1,Pka-C2
DC1a,Pka-C2
DmelCG12066,Pka-C2
PKA C2,Pka-C2
Arid4a,Arid4a
A630009N03,Arid4a
A630067N03Rik,Arid4a
MmRBBP1,Arid4a
Rbbp1,Arid4a
TDH2,TDH2
L000002273,TDH2
"glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH2",TDH2
Nono,Nono
AA407051,Nono
AV149256,Nono
ZNF740,ZNF740
Zfp740,ZNF740
cbf12,cbf12
Pus1,Pus1
A730013B20Rik,Pus1
MPUS1,Pus1
mPus1p,Pus1
NRAMP1,NRAMP1
ATNRAMP1,NRAMP1
F23A5.18,NRAMP1
F23A5_18,NRAMP1
PMIT1,NRAMP1
natural resistance-associated macrophage protein 1,NRAMP1
PF07_0117,PF07_0117
CG32850,CG32850
"BEST:GH26713",CG32850
"BcDNA:RE41137",CG32850
DmelCG32850,CG32850
RNF-11,CG32850
GGPS4,GGPS4
F24H14.2,GGPS4
geranylgeranyl pyrophosphate synthase 4,GGPS4
sru-39,sru-39
HDAC11,HDAC11
HD11,HDAC11
MYST1,KAT8
ZC2HC8,KAT8
hMOF,KAT8
Elf5,Elf5
ESE-2,Elf5
ESE-5,Elf5
ESE-5.,Elf5
Gm5869,Gm5869
EG545767,Gm5869
mRpL17,mRpL17
"BcDNA:RE43278",mRpL17
CG13880,mRpL17
DmelCG13880,mRpL17
Actr8,Actr8
5730542K05Rik,Actr8
emb-9,emb-9
PNPLA5,PNPLA5
GS2L,PNPLA5
dJ388M5,PNPLA5
dJ388M5.4,PNPLA5
ORF56,ORF56
C31H1.8,C31H1.8
CNOT6,CNOT6
Ccr4a,CNOT6
PFI0345w,PFI0345w
Eed,Eed
ENSMUSG00000039373,Eed
"l(7)5Rn",Eed
l7Rn5,Eed
lusk,Eed
BS14A,BS14A
ARABIDOPSIS THALIANA BET1P/SFT1P-LIKE PROTEIN 14A,BS14A
ATBET11,BS14A
ATBS14A,BS14A
BET11,BS14A
BET1P/SFT1P-like protein 14A,BS14A
CG14113,CG14113
DmelCG14113,CG14113
SPAC1039.02,SPAC1039.02
TMEM132C,TMEM132C
PPP1R152,TMEM132C
L000003552,RRP43
C33G3.6,C33G3.6
Tulp3,Tulp3
2310022L06Rik,Tulp3
AI316887,Tulp3
LPIN1,LPIN1
pmbA,pmbA
YMR178W,YMR178W
RPL36A-HNRNPH2,RPL36A-HNRNPH2
Yeats4,Yeats4
NuBI-1,Yeats4
FAM174A,FAM174A
TMEM157,FAM174A
UNQ1912,FAM174A
arx-2,arx-2
CELE_K07C5.1,arx-2
arp-2,arx-2
ARMC12,ARMC12
C6orf81,ARMC12
Usp46,Usp46
RGD1564808,Usp46
LOC100348511,LOC100348511
CG11127,CG11127
DmelCG11127,CG11127
UPP2,UPP2
UDRPASE2,UPP2
UPASE2,UPP2
E04D5.1,E04D5.1
sanA,sanA
L000003921,STN1
ryk,ryk
"wu:fb37b12",ryk
"wu:fi05b06",ryk
"zgc:158381",ryk
TRNE,TRNE
MTTE,TRNE
Tuba1b,Tuba1b
Tuba2,Tuba1b
F21H7.10,F21H7.10
CELE_F21H7.10,F21H7.10
PFF0920c,PFF0920c
AT3G42170,AT3G42170
CG10089,CG10089
DmelCG10089,CG10089
fbxa-5,fbxa-5
CELE_Y82E9BL.8,fbxa-5
ZNF551,ZNF551
AT4G38520,AT4G38520
F20M13.80,AT4G38520
F20M13_80,AT4G38520
Imp,Imp
CG1691,Imp
DmelCG1691,Imp
ORE-9,Imp
"anon-EST:fe2B3",Imp
anon-WO0140519.39,Imp
dIMP,Imp
"l(1)G0072",Imp
yfdR,yfdR
LHFP,LHFP
ATP5SL,ATP5SL
Hsd17b11,Hsd17b11
Dhrs8,Hsd17b11
Pan1b,Hsd17b11
SDR2,Hsd17b11
retSDR2,Hsd17b11
T11G6.8,T11G6.8
yabP,yabP
ECK0057,yabP
JW0055,yabP
yabQ,yabP
CG6013,CG6013
DmelCG6013,CG6013
EML6,EML6
Col23a1,Col23a1
2810458L13Rik,Col23a1
AI429655,Col23a1
SPBC839.02,SPBC839.02
PIN5,PIN5
MQK4.28,PIN5
MQK4_28,PIN5
PIN-FORMED 5,PIN5
F13D12.6,F13D12.6
MVP1,MVP1
L000001221,MVP1
YNL108C,YNL108C
HUF,YNL108C
RIOK2,RIOK2
mir-313,mir-313
CR33617,mir-313
CR43003,mir-313
Dme-miR-313,mir-313
DmelCR43003,mir-313
Dmel_CR33617,mir-313
mIR-31,mir-313
RHOH,RHOH
ARHH,RHOH
TTF,RHOH
swsn-3,swsn-3
CELE_Y71H2AM.17,swsn-3
Ski,Ski
2310012I02Rik,Ski
2610001A11Rik,Ski
AA062172,Ski
AA589460,Ski
BC004088,Ski
PDIL5-2,PDIL5-2
ARABIDOPSIS THALIANA PROTEIN DISULFIDE ISOMERASE 8,PDIL5-2
ATPDI8,PDIL5-2
ATPDIL5-2,PDIL5-2
F15O4.20,PDIL5-2
PDI-like 5-2,PDIL5-2
PDI8,PDIL5-2
PROTEIN DISULFIDE ISOMERASE 8,PDIL5-2
CT47A1,CT47A1
CT47.1,CT47A1
Cebpb,Cebpb
Il6dbp,Cebpb
AT4G09250,AT4G09250
T30A10.10,AT4G09250
T30A10_10,AT4G09250
AT5G03880,AT5G03880
MED24.18,AT5G03880
MED24_18,AT5G03880
Gadd45b,Gadd45b
AI323528,Gadd45b
Myd118,Gadd45b
8979,PI31
CG8979,PI31
DmPI31,PI31
DmelCG8979,PI31
GLRB,GLRB
HKPX2,GLRB
CELE_Y67H2A.7,CELE_Y67H2A.7
Esrrg,Esrrg
Errg,Esrrg
mKIAA0832,Esrrg
AT3G57490,AT3G57490
Tcf7,Tcf7
AI465550,Tcf7
AT2G29340,AT2G29340
F16P2.28,AT2G29340
F16P2_28,AT2G29340
LY9,LY9
CD229,LY9
SLAMF3,LY9
hly9,LY9
mLY9,LY9
hil-6,hil-6
CELE_F59A7.4,hil-6
H1.6,HIST1H1T
KANK3,KANK3
ANKRD47,KANK3
YPL277C,YPL277C
DEAD-box ATP-dependent RNA helicase DBP2,DBP2
L000000493,DBP2
yahN,yahN
Esco1,Esco1
SNC4,SNC4
F1O19.6,SNC4
F1O19_6,SNC4
suppressor of npr1-1 constitutive 4,SNC4
MAL13P1.25,MAL13P1.25
col-160,col-160
CELE_F57B1.4,col-160
his-4,his-4
CELE_T10C6.11,his-4
TOPP1,TOPP1
PP1-AT,TOPP1
PROTEIN PHOSPHATASE 1,TOPP1
type one protein phosphatase 1,TOPP1
C14C6.5,C14C6.5
CELE_C14C6.5,C14C6.5
RR20,RR20
ARR20,RR20
MEE41,RR20
maternal effect embryo arrest 41,RR20
response regulator 20,RR20
L-Periaxin,Prx
C14B1.3,C14B1.3
Pmvk,Pmvk
1110011E12Rik,Pmvk
2900002L22Rik,Pmvk
AV001327,Pmvk
ATRZ-1A,ATRZ-1A
Cacnb4,Cacnb4
3110038O15Rik,Cacnb4
Cchb4,Cacnb4
lh,Cacnb4
fepC,fepC
YMR321C,YMR321C
SPAPB24D3.02c,SPAPB24D3.02c
PEX11C,PEX11C
T1N6.24,PEX11C
T1N6_24,PEX11C
peroxin 11c,PEX11C
BEAF-32,BEAF-32
BEAF,BEAF-32
BEAF-32A,BEAF-32
BEAF-32B,BEAF-32
BEAF32,BEAF-32
BEAF32A,BEAF-32
BEAF32B,BEAF-32
CG10159,BEAF-32
DmelCG10159,BEAF-32
bs04c01.y1,BEAF-32
RNF167,RNF167
5730408C10Rik,RNF167
RING105,RNF167
Klhl23,Klhl23
C130068N17Rik,Klhl23
proton gradient regulation 7,PGR7
USP7,USP7
HAUSP,USP7
BZIP28,BZIP28
PfSyn5,PfSyn5
PfStx5,PfSyn5
Aats-tyr,Aats-tyr
CG4561,Aats-tyr
DmelCG4561,Aats-tyr
"anon-EST:Posey261",Aats-tyr
dTyrRS,Aats-tyr
dYARS,Aats-tyr
Trpc4,Trpc4
STRPC4,Trpc4
Trp4,Trpc4
Trrp4,Trpc4
APOOL,APOOL
CXorf33,APOOL
FAM121A,APOOL
UNQ8193,APOOL
smu-1,smu-1
CELE_CC4.3,smu-1
PTGR2,PTGR2
HEL-S-298,PTGR2
ZADH1,PTGR2
RECK,RECK
ST15,RECK
CG4004,CG4004
CG18137,CG4004
DmelCG4004,CG4004
